day,CASH,INV,JOBIN,JOBQ,JOBOUT_075,JOBOUT_100,JOBOUT_125,JOBT_075,JOBT_100,JOBT_125,JOBREV_075,JOBREV_100,JOBREV_125,S1IN,S1Q,S1UTIL,S2Q,S2UTIL,S3Q,S3UTIL
261.0,443.758,278,34.0,0.0,0.0,30.0,0.0,0.0,0.5820000000000001,0.0,0.0,900.0,0.0,2040.0,0.41100000000000003,0.91,7.432,0.996,0.755,0.75
262.0,476.278,249,29.0,0.0,0.0,36.0,0.0,0.0,0.565,0.0,0.0,900.0,0.0,1740.0,0.078,0.8079999999999999,4.958,0.998,2.8760000000000003,0.96
263.0,501.606,222,27.0,0.0,0.0,28.0,0.0,0.0,0.48,0.0,0.0,900.0,0.0,1620.0,0.177,0.6990000000000001,0.565,0.7959999999999999,3.687,1.0
264.0,520.639,188,34.0,0.0,0.0,21.0,0.0,0.0,0.736,0.0,0.0,900.0,0.0,2040.0,0.423,0.894,4.393,0.9690000000000001,8.508,1.0
265.0,544.949,676,26.0,0.0,0.0,27.0,0.0,0.0,0.8140000000000001,0.0,0.0,895.221,0.0,1560.0,0.165,0.738,2.917,0.879,10.804,1.0
266.0,567.935,653,23.0,0.0,0.0,26.0,0.0,0.0,0.98,0.0,0.0,878.5139999999999,0.0,1380.0,0.022000000000000002,0.63,1.7730000000000001,0.8959999999999999,16.980999999999998,1.0
267.0,589.591,625,28.0,0.0,0.0,24.0,0.0,0.0,0.935,0.0,0.0,896.04,0.0,1680.0,0.071,0.7829999999999999,6.518,0.914,8.241,1.0
268.0,313.633,591,34.0,0.0,0.0,37.0,0.0,0.0,0.7240000000000001,0.0,0.0,900.0,0.0,2040.0,0.295,0.847,10.469000000000001,1.0,1.57,0.8959999999999999
269.0,338.016,561,30.0,0.0,0.0,27.0,0.0,0.0,0.833,0.0,0.0,899.966,0.0,1800.0,0.39299999999999996,0.835,12.937999999999999,1.0,2.8139999999999996,0.993
270.0,362.002,531,30.0,0.0,0.0,27.0,0.0,0.0,0.83,0.0,0.0,884.9630000000001,0.0,1800.0,0.629,0.8240000000000001,6.755,0.99,8.984,0.996
271.0,389.101,500,31.0,0.0,0.0,30.0,0.0,0.0,0.8029999999999999,0.0,0.0,900.0,0.0,1860.0,0.904,0.8540000000000001,4.743,0.981,10.25,1.0
272.0,421.419,472,28.0,0.0,0.0,36.0,0.0,0.0,0.833,0.0,0.0,894.7589999999999,0.0,1680.0,0.17800000000000002,0.7290000000000001,3.8739999999999997,0.983,9.875,1.0
273.0,443.126,440,32.0,0.0,0.0,24.0,0.0,0.0,0.7979999999999999,0.0,0.0,899.7769999999999,0.0,1920.0,0.122,0.818,2.5639999999999996,0.992,12.404000000000002,1.0
274.0,466.392,415,25.0,0.0,0.0,26.0,0.0,0.0,0.953,0.0,0.0,890.2689999999999,0.0,1500.0,0.19399999999999998,0.732,1.5490000000000002,0.875,16.947,1.0
275.0,493.805,391,24.0,0.0,0.0,32.0,0.0,0.0,0.991,0.0,0.0,852.727,0.0,1440.0,0.054000000000000006,0.6629999999999999,2.237,0.9179999999999999,16.541,1.0
276.0,508.139,366,25.0,0.0,0.0,17.0,0.0,0.0,1.0290000000000001,0.0,0.0,835.502,0.0,1500.0,0.6890000000000001,0.6829999999999999,0.22699999999999998,0.7240000000000001,18.373,1.0
277.0,532.53,337,29.0,0.0,0.0,32.0,0.0,0.0,1.145,0.0,0.0,757.9780000000001,0.0,1740.0,0.047,0.77,1.3030000000000002,0.868,18.649,1.0
278.0,557.873,306,31.0,0.0,0.0,28.0,0.0,0.0,0.8809999999999999,0.0,0.0,900.0,0.0,1860.0,0.11199999999999999,0.852,2.642,1.0,15.702,1.0
279.0,579.033,282,24.0,0.0,0.0,25.0,0.0,0.0,1.063,0.0,0.0,840.4639999999999,0.0,1440.0,0.18,0.64,0.53,0.7979999999999999,18.59,1.0
280.0,604.084,252,30.0,0.0,0.0,30.0,0.0,0.0,1.051,0.0,0.0,829.887,0.0,1800.0,0.053,0.7879999999999999,0.97,0.92,19.098,1.0
281.0,626.227,224,28.0,0.0,0.0,26.0,0.0,0.0,1.052,0.0,0.0,845.477,0.0,1680.0,0.32299999999999995,0.738,1.1340000000000001,0.915,19.069000000000003,1.0
282.0,652.924,194,30.0,0.0,0.0,31.0,0.0,0.0,1.015,0.0,0.0,855.817,0.0,1800.0,0.426,0.8009999999999999,2.023,0.934,17.211,1.0
283.0,677.596,678,30.0,0.0,0.0,28.0,0.0,0.0,1.003,0.0,0.0,874.949,0.0,1800.0,0.33299999999999996,0.7709999999999999,1.676,0.941,18.565,1.0
284.0,706.379,648,30.0,0.0,0.0,32.0,0.0,0.0,0.9359999999999999,0.0,0.0,893.83,0.0,1800.0,0.682,0.8079999999999999,4.613,1.0,15.509,1.0
285.0,728.272,620,28.0,0.0,0.0,4.0,23.0,0.0,0.982,0.953,0.0,895.872,787.942,1680.0,0.7929999999999999,0.789,4.3580000000000005,0.988,15.062999999999999,1.0
286.0,742.047,598,22.0,0.0,0.0,0.0,22.0,0.0,0.0,1.228,0.0,0.0,617.378,1320.0,0.0,0.628,0.44,0.772,21.647,1.0
287.0,766.839,565,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.956,0.0,0.0,745.2719999999999,1980.0,1.765,0.907,3.7439999999999998,0.9740000000000001,13.082,1.0
288.0,785.013,542,23.0,0.0,0.0,0.0,25.0,0.0,0.0,1.093,0.0,0.0,718.868,1380.0,0.065,0.62,0.6920000000000001,0.8140000000000001,19.742,1.0
289.0,800.473,520,22.0,0.0,0.0,12.0,10.0,0.0,1.169,1.212,0.0,745.465,630.697,1320.0,0.011000000000000001,0.537,0.138,0.6729999999999999,20.123,1.0
290.0,821.362,495,25.0,0.0,0.0,28.0,0.0,0.0,1.175,0.0,0.0,738.485,0.0,1500.0,0.11699999999999999,0.653,0.33899999999999997,0.7809999999999999,18.518,1.0
291.0,835.754,464,31.0,0.0,0.0,30.0,0.0,0.0,0.9079999999999999,0.0,0.0,885.913,0.0,1860.0,0.65,0.868,4.0889999999999995,0.983,12.368,1.0
292.0,869.277,437,27.0,0.0,0.0,37.0,0.0,0.0,0.7240000000000001,0.0,0.0,900.0,0.0,1620.0,0.368,0.757,2.7439999999999998,0.9670000000000001,7.855,1.0
293.0,896.507,396,41.0,0.0,0.0,30.0,0.0,0.0,0.5479999999999999,0.0,0.0,900.0,0.0,2460.0,2.085,1.0,6.205,1.0,3.275,1.0
294.0,918.987,370,26.0,0.0,0.0,24.0,1.0,0.0,0.8590000000000001,1.025,0.0,894.283,780.1110000000001,1560.0,1.294,0.823,10.76,1.0,7.932,1.0
295.0,934.642,351,19.0,0.0,0.0,0.0,25.0,0.0,0.0,1.229,0.0,0.0,616.534,1140.0,0.0,0.473,2.0180000000000002,0.845,16.714000000000002,1.0
296.0,959.115,323,28.0,0.0,24.0,0.0,2.0,0.948,0.0,1.426,971.155,0.0,459.106,1680.0,0.069,0.778,0.8240000000000001,0.9329999999999999,13.898,1.0
297.0,989.37,306,17.0,0.0,30.0,0.0,0.0,0.764,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.46399999999999997,0.364,0.682,9.702,1.0
298.0,1017.632,279,27.0,0.0,28.0,0.0,0.0,0.514,0.0,0.0,1000.0,0.0,0.0,1620.0,0.3,0.74,1.909,0.9279999999999999,2.827,1.0
299.0,1045.902,257,22.0,0.0,28.0,0.0,0.0,0.402,0.0,0.0,1000.0,0.0,0.0,1320.0,0.11699999999999999,0.614,0.743,0.889,0.545,0.706
300.0,1071.178,226,31.0,0.0,25.0,0.0,0.0,0.379,0.0,0.0,1000.0,0.0,0.0,1860.0,0.5429999999999999,0.799,1.632,0.89,0.153,0.677
301.0,1093.46,198,28.0,0.0,22.0,0.0,0.0,0.40700000000000003,0.0,0.0,1000.0,0.0,0.0,1680.0,0.171,0.7440000000000001,0.748,0.9009999999999999,2.404,0.941
302.0,1121.75,177,21.0,0.0,28.0,0.0,0.0,0.483,0.0,0.0,1000.0,0.0,0.0,1260.0,0.001,0.555,0.778,0.7659999999999999,2.309,0.905
303.0,1142.046,158,19.0,0.0,20.0,0.0,0.0,0.34,0.0,0.0,1000.0,0.0,0.0,1140.0,0.017,0.5720000000000001,0.027999999999999997,0.6759999999999999,0.401,0.867
304.0,1161.347,140,18.0,0.0,19.0,0.0,0.0,0.374,0.0,0.0,1000.0,0.0,0.0,1080.0,0.0,0.44,0.28800000000000003,0.581,1.127,0.879
305.0,1180.653,121,19.0,0.0,19.0,0.0,0.0,0.41200000000000003,0.0,0.0,1000.0,0.0,0.0,1140.0,0.023,0.545,0.015,0.61,0.973,0.7759999999999999
306.0,891.488,121,19.0,0.0,20.0,0.0,0.0,0.317,0.0,0.0,1000.0,0.0,0.0,1140.0,0.033,0.504,0.057999999999999996,0.628,0.715,0.713
307.0,906.723,104,17.0,0.0,15.0,0.0,0.0,0.375,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.43,0.057999999999999996,0.542,0.055,0.5760000000000001
308.0,924.962,88,16.0,0.0,18.0,0.0,0.0,0.321,0.0,0.0,1000.0,0.0,0.0,960.0,0.0,0.44799999999999995,0.063,0.629,0.225,0.5920000000000001
309.0,941.206,70,18.0,0.0,16.0,0.0,0.0,0.36,0.0,0.0,1000.0,0.0,0.0,1080.0,0.0,0.49200000000000005,0.01,0.488,0.531,0.882
310.0,959.454,57,13.0,0.0,18.0,0.0,0.0,0.46399999999999997,0.0,0.0,1000.0,0.0,0.0,780.0,0.0,0.366,0.077,0.515,1.9369999999999998,0.9329999999999999
311.0,975.707,37,20.0,0.0,16.0,0.0,0.0,0.28600000000000003,0.0,0.0,1000.0,0.0,0.0,1200.0,0.0,0.539,0.0,0.5870000000000001,0.042,0.38799999999999996
312.0,995.964,20,17.0,0.0,20.0,0.0,0.0,0.33399999999999996,0.0,0.0,1000.0,0.0,0.0,1020.0,0.018000000000000002,0.45299999999999996,0.06,0.5589999999999999,0.413,0.63
313.0,1012.226,0,20.0,0.0,16.0,0.0,0.0,0.302,0.0,0.0,1000.0,0.0,0.0,1200.0,0.0,0.5479999999999999,0.045,0.623,0.272,0.565
314.0,1020.492,0,1.0,0.983,8.0,0.0,0.0,0.391,0.0,0.0,1000.0,0.0,0.0,60.0,0.0,0.01,0.0,0.10099999999999999,0.382,0.253
315.0,1020.759,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316.0,1021.025,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317.0,1021.292,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318.0,1021.558,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319.0,1021.825,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320.0,1022.092,0,7.0,2.5660000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0
321.0,1032.36,473,33.0,0.475,11.0,0.0,0.0,1.4140000000000001,0.0,0.0,909.091,0.0,0.0,1980.0,4.743,0.945,1.482,0.8270000000000001,4.814,0.691
322.0,1050.673,450,23.0,0.0,0.0,0.0,26.0,0.0,0.0,1.1159999999999999,0.0,0.0,693.924,1380.0,0.562,0.706,1.495,0.88,18.992,1.0
323.0,1067.67,425,25.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0859999999999999,0.0,0.0,726.9630000000001,1500.0,0.33299999999999996,0.7,2.6710000000000003,0.9620000000000001,17.534000000000002,1.0
324.0,1077.532,406,19.0,0.0,0.0,0.0,20.0,0.0,0.0,1.401,0.0,0.0,479.102,1140.0,0.0,0.535,0.444,0.75,22.12,1.0
325.0,892.752,376,30.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0759999999999998,0.0,0.0,713.732,1800.0,0.972,0.7979999999999999,2.42,0.971,16.83,1.0
326.0,905.275,356,20.0,0.0,0.0,0.0,20.0,0.0,0.0,1.232,0.0,0.0,614.362,1200.0,0.08199999999999999,0.556,0.212,0.6779999999999999,22.449,1.0
327.0,928.145,322,34.0,0.0,0.0,0.0,35.0,0.0,0.0,1.1320000000000001,0.0,0.0,646.595,2040.0,1.7280000000000002,0.852,3.167,0.92,14.463,1.0
328.0,944.187,305,17.0,0.0,0.0,0.0,21.0,0.0,0.0,0.978,0.0,0.0,752.262,1020.0,0.14800000000000002,0.547,2.716,0.889,16.747,1.0
329.0,959.793,279,26.0,0.0,15.0,1.0,9.0,1.271,1.682,1.402,717.711,286.406,478.431,1560.0,0.092,0.68,0.534,0.655,19.590999999999998,1.0
330.0,985.827,262,17.0,0.0,16.0,12.0,0.0,0.988,0.9940000000000001,0.0,952.412,878.525,0.0,1020.0,0.0,0.46,0.29,0.674,14.161,1.0
331.0,1008.878,229,33.0,0.0,14.0,1.0,10.0,0.708,1.123,0.598,1000.0,789.573,800.0,1980.0,0.653,0.8859999999999999,1.8619999999999999,0.97,7.81,1.0
332.0,1039.646,211,18.0,0.0,10.0,21.0,2.0,0.39899999999999997,0.7090000000000001,0.679,1000.0,900.0,800.0,1080.0,0.017,0.485,0.5379999999999999,0.685,5.341,0.868
333.0,1054.92,188,23.0,0.0,15.0,0.0,0.0,0.35700000000000004,0.0,0.0,1000.0,0.0,0.0,1380.0,0.008,0.61,0.16699999999999998,0.679,1.694,0.7709999999999999
334.0,1083.2,166,22.0,0.0,28.0,0.0,0.0,0.387,0.0,0.0,1000.0,0.0,0.0,1320.0,0.005,0.574,0.431,0.75,0.752,0.887
335.0,1104.486,145,21.0,0.0,21.0,0.0,0.0,0.38,0.0,0.0,1000.0,0.0,0.0,1260.0,0.102,0.5770000000000001,0.256,0.742,1.3619999999999999,0.7979999999999999
336.0,1130.778,126,19.0,0.0,26.0,0.0,0.0,0.361,0.0,0.0,1000.0,0.0,0.0,1140.0,0.076,0.5579999999999999,0.027999999999999997,0.644,0.797,0.741
337.0,1147.075,105,21.0,0.0,16.0,0.0,0.0,0.33799999999999997,0.0,0.0,1000.0,0.0,0.0,1260.0,0.016,0.529,0.15,0.58,0.196,0.644
338.0,1171.378,80,25.0,0.0,24.0,0.0,0.0,0.321,0.0,0.0,1000.0,0.0,0.0,1500.0,0.006999999999999999,0.685,0.29,0.862,0.494,0.8290000000000001
339.0,1194.687,59,21.0,0.0,23.0,0.0,0.0,0.364,0.0,0.0,1000.0,0.0,0.0,1260.0,0.046,0.561,0.17800000000000002,0.73,0.599,0.7070000000000001
340.0,1216.001,378,21.0,0.0,21.0,0.0,0.0,0.46399999999999997,0.0,0.0,1000.0,0.0,0.0,1260.0,0.05,0.5529999999999999,0.045,0.674,3.239,0.981
341.0,1234.32,356,22.0,0.0,18.0,0.0,0.0,0.45399999999999996,0.0,0.0,1000.0,0.0,0.0,1320.0,0.016,0.624,0.086,0.6679999999999999,1.979,1.0
342.0,1076.634,337,19.0,0.0,23.0,0.0,0.0,0.42,0.0,0.0,1000.0,0.0,0.0,1140.0,0.055,0.521,0.134,0.722,1.8880000000000001,0.8390000000000001
343.0,1094.917,318,19.0,0.0,18.0,0.0,0.0,0.321,0.0,0.0,1000.0,0.0,0.0,1140.0,0.0,0.519,0.107,0.557,0.303,0.596
344.0,1122.207,289,29.0,0.0,27.0,0.0,0.0,0.36200000000000004,0.0,0.0,1000.0,0.0,0.0,1740.0,0.32899999999999996,0.758,1.5019999999999998,0.919,0.5589999999999999,0.815
345.0,1145.503,271,18.0,0.0,23.0,0.0,0.0,0.345,0.0,0.0,1000.0,0.0,0.0,1080.0,0.0,0.46799999999999997,0.11199999999999999,0.58,0.256,0.542
346.0,1165.804,249,22.0,0.0,20.0,0.0,0.0,0.38299999999999995,0.0,0.0,1000.0,0.0,0.0,1320.0,0.003,0.602,0.12300000000000001,0.715,1.0979999999999999,0.856
347.0,1185.111,232,17.0,0.0,19.0,0.0,0.0,0.392,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.457,0.066,0.625,1.235,0.912
348.0,1202.423,215,17.0,0.0,17.0,0.0,0.0,0.33299999999999996,0.0,0.0,1000.0,0.0,0.0,1020.0,0.009000000000000001,0.46299999999999997,0.138,0.596,0.0,0.44299999999999995
349.0,1216.738,199,16.0,0.0,14.0,0.0,0.0,0.299,0.0,0.0,1000.0,0.0,0.0,960.0,0.043,0.425,0.042,0.5479999999999999,0.013000000000000001,0.386
350.0,1229.058,190,9.0,0.0,12.0,0.0,0.0,0.308,0.0,0.0,1000.0,0.0,0.0,540.0,0.0,0.253,0.0,0.39899999999999997,0.040999999999999995,0.273
351.0,1244.381,176,14.0,0.0,15.0,0.0,0.0,0.359,0.0,0.0,1000.0,0.0,0.0,840.0,0.040999999999999995,0.39399999999999996,0.018000000000000002,0.48,0.22699999999999998,0.674
352.0,1261.708,159,17.0,0.0,17.0,0.0,0.0,0.308,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.444,0.05,0.516,0.319,0.48700000000000004
353.0,1274.038,146,13.0,0.0,12.0,0.0,0.0,0.294,0.0,0.0,1000.0,0.0,0.0,780.0,0.062,0.376,0.1,0.446,0.039,0.337
354.0,1287.373,135,11.0,0.0,13.0,0.0,0.0,0.35,0.0,0.0,1000.0,0.0,0.0,660.0,0.0,0.281,0.0,0.37799999999999995,0.040999999999999995,0.568
355.0,1301.71,120,15.0,0.0,14.0,0.0,0.0,0.33399999999999996,0.0,0.0,1000.0,0.0,0.0,900.0,0.0,0.42,0.0,0.48700000000000004,0.19899999999999998,0.569
356.0,1319.052,102,18.0,0.0,17.0,0.0,0.0,0.364,0.0,0.0,1000.0,0.0,0.0,1080.0,0.002,0.45,0.011000000000000001,0.51,0.79,0.6709999999999999
357.0,1336.299,385,17.0,0.0,16.0,1.0,0.0,0.29,0.37799999999999995,0.0,1000.0,900.0,0.0,1020.0,0.0,0.47,0.012,0.583,0.021,0.531
358.0,1348.65,366,19.0,0.0,12.0,0.0,0.0,0.326,0.0,0.0,1000.0,0.0,0.0,1140.0,0.0,0.484,0.011000000000000001,0.564,0.584,0.6659999999999999
359.0,1369.005,349,17.0,0.0,20.0,0.0,0.0,0.40399999999999997,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.491,0.134,0.633,0.652,0.659
360.0,1388.365,330,19.0,0.0,19.0,0.0,0.0,0.405,0.0,0.0,1000.0,0.0,0.0,1140.0,0.09,0.5,0.136,0.685,1.7109999999999999,0.898
361.0,1403.73,317,13.0,0.0,15.0,0.0,0.0,0.371,0.0,0.0,1000.0,0.0,0.0,780.0,0.0,0.369,0.005,0.441,0.29100000000000004,0.64
362.0,1423.099,296,21.0,0.0,19.0,0.0,0.0,0.306,0.0,0.0,1000.0,0.0,0.0,1260.0,0.03,0.5670000000000001,0.03,0.612,0.066,0.511
363.0,1441.473,281,15.0,0.0,18.0,0.0,0.0,0.37,0.0,0.0,1000.0,0.0,0.0,900.0,0.0,0.385,0.125,0.5379999999999999,0.502,0.7020000000000001
364.0,1458.852,266,15.0,0.0,17.0,0.0,0.0,0.335,0.0,0.0,1000.0,0.0,0.0,900.0,0.092,0.44,0.081,0.57,0.319,0.619
365.0,1474.234,248,18.0,0.0,15.0,0.0,0.0,0.308,0.0,0.0,1000.0,0.0,0.0,1080.0,0.0,0.47200000000000003,0.001,0.48700000000000004,0.042,0.575
366.0,1492.622,227,21.0,0.0,18.0,0.0,0.0,0.335,0.0,0.0,1000.0,0.0,0.0,1260.0,0.011000000000000001,0.5670000000000001,0.008,0.698,0.555,0.809
367.0,1513.015,212,15.0,0.0,20.0,0.0,0.0,0.341,0.0,0.0,1000.0,0.0,0.0,900.0,0.0,0.40299999999999997,0.006999999999999999,0.541,0.273,0.569
368.0,1529.412,191,21.0,0.0,16.0,0.0,0.0,0.29600000000000004,0.0,0.0,1000.0,0.0,0.0,1260.0,0.012,0.563,0.084,0.629,0.009000000000000001,0.405
369.0,1550.814,176,15.0,0.0,21.0,0.0,0.0,0.33799999999999997,0.0,0.0,1000.0,0.0,0.0,900.0,0.0,0.40399999999999997,0.055,0.5760000000000001,0.599,0.6940000000000001
370.0,1569.221,157,19.0,0.0,18.0,0.0,0.0,0.319,0.0,0.0,1000.0,0.0,0.0,1140.0,0.0,0.523,0.025,0.62,0.135,0.647
371.0,1582.633,140,17.0,0.0,13.0,0.0,0.0,0.366,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.44,0.047,0.512,0.47100000000000003,0.6459999999999999
372.0,1602.049,123,17.0,0.0,19.0,0.0,0.0,0.325,0.0,0.0,1000.0,0.0,0.0,1020.0,0.0,0.469,0.083,0.624,0.231,0.728
373.0,1623.47,103,20.0,0.0,21.0,0.0,0.0,0.364,0.0,0.0,1000.0,0.0,0.0,1200.0,0.0,0.523,0.45,0.634,0.34700000000000003,0.726
374.0,1640.896,85,18.0,0.0,17.0,0.0,0.0,0.414,0.0,0.0,1000.0,0.0,0.0,1080.0,0.013000000000000001,0.49,0.0,0.526,1.591,0.758
375.0,1656.326,61,24.0,0.0,15.0,0.0,0.0,0.496,0.0,0.0,1000.0,0.0,0.0,1440.0,0.046,0.659,0.026000000000000002,0.6970000000000001,3.951,0.978
376.0,1673.761,38,23.0,0.0,17.0,0.0,0.0,0.775,0.0,0.0,1000.0,0.0,0.0,1380.0,0.067,0.624,0.046,0.705,11.255,1.0
377.0,1700.483,19,19.0,0.0,27.0,0.0,0.0,0.872,0.0,0.0,973.395,0.0,0.0,1140.0,0.0,0.528,0.248,0.6709999999999999,11.669,1.0
378.0,1728.931,0,25.0,0.725,28.0,0.0,0.0,0.539,0.0,0.0,1000.0,0.0,0.0,1500.0,0.08800000000000001,0.513,0.18600000000000003,0.7759999999999999,3.279,0.9890000000000001
379.0,1733.384,0,2.0,7.968,4.0,0.0,0.0,0.34299999999999997,0.0,0.0,1000.0,0.0,0.0,120.0,0.0,0.0,0.0,0.023,0.016,0.052000000000000005
380.0,1733.836,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381.0,1734.289,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382.0,1734.742,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383.0,1735.195,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384.0,1735.648,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385.0,1736.101,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386.0,1736.555,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387.0,1737.008,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388.0,1737.462,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389.0,1737.916,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
